,image_name,bottom-primary-color-white,bottom-primary-color-beige,bottom-primary-color-black,bottom-primary-color-brown,bottom-primary-color-grey,bottom-primary-color-blue,bottom-primary-color-navy,bottom-primary-color-teal,bottom-primary-color-green,bottom-primary-color-olive,bottom-primary-color-pink,bottom-primary-color-red,bottom-primary-color-maroon,bottom-primary-color-purple,bottom-primary-color-orange,bottom-primary-color-yellow,bottom-secondary-color-white,bottom-secondary-color-beige,bottom-secondary-color-black,bottom-secondary-color-brown,bottom-secondary-color-grey,bottom-secondary-color-blue,bottom-secondary-color-navy,bottom-secondary-color-teal,bottom-secondary-color-green,bottom-secondary-color-olive,bottom-secondary-color-pink,bottom-secondary-color-red,bottom-secondary-color-maroon,bottom-secondary-color-purple,bottom-secondary-color-orange,bottom-secondary-color-yellow,bottom-secondary-color-none,bottom-type-long pants,bottom-type-shorts,bottom-material-denim/jeans,bottom-material-cotton,bottom-material-dry-fit,denim-style-ripped,denim-style-acid-wash,denim-style-washed,bottom-patterns-animal-print,bottom-patterns-argyle,bottom-patterns-horizontal-stripe,bottom-patterns-vertical-stripe,bottom-patterns-checkered,bottom-patterns-dotted,bottom-patterns-floral,bottom-patterns-plaid,bottom-style-cargo,bottom-style-dress,bottom-style-chinos,bottom-style-sweatpants,bottom-style-none,bottom-fit-skinny-fit,bottom-fit-slim-fit,bottom-fit-regular-fit,bottom-fit-baggy,bottleneck_dir
728,static/Clothes/Bottoms/pants451.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants451.jpg.txt
729,static/Clothes/Bottoms/pants452.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants452.jpg.txt
730,static/Clothes/Bottoms/pants453.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants453.jpg.txt
731,static/Clothes/Bottoms/pants454.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants454.jpg.txt
732,static/Clothes/Bottoms/pants455.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,bottlenecks/Clothes/Bottoms/pants455.jpg.txt
733,static/Clothes/Bottoms/pants456.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants456.jpg.txt
734,static/Clothes/Bottoms/pants457.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,bottlenecks/Clothes/Bottoms/pants457.jpg.txt
735,static/Clothes/Bottoms/pants458.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants458.jpg.txt
736,static/Clothes/Bottoms/pants459.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants459.jpg.txt
737,static/Clothes/Bottoms/pants46.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants46.jpg.txt
738,static/Clothes/Bottoms/pants460.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants460.jpg.txt
739,static/Clothes/Bottoms/pants461.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants461.jpg.txt
740,static/Clothes/Bottoms/pants462.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants462.jpg.txt
741,static/Clothes/Bottoms/pants463.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants463.jpg.txt
742,static/Clothes/Bottoms/pants464.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants464.jpg.txt
743,static/Clothes/Bottoms/pants465.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,bottlenecks/Clothes/Bottoms/pants465.jpg.txt
744,static/Clothes/Bottoms/pants466.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants466.jpg.txt
745,static/Clothes/Bottoms/pants467.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants467.jpg.txt
746,static/Clothes/Bottoms/pants468.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,bottlenecks/Clothes/Bottoms/pants468.jpg.txt
747,static/Clothes/Bottoms/pants47.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,bottlenecks/Clothes/Bottoms/pants47.jpg.txt
748,static/Clothes/Bottoms/pants470.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,bottlenecks/Clothes/Bottoms/pants470.jpg.txt
749,static/Clothes/Bottoms/pants471.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants471.jpg.txt
750,static/Clothes/Bottoms/pants472.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants472.jpg.txt
751,static/Clothes/Bottoms/pants473.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants473.jpg.txt
752,static/Clothes/Bottoms/pants474.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,bottlenecks/Clothes/Bottoms/pants474.jpg.txt
753,static/Clothes/Bottoms/pants475.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants475.jpg.txt
754,static/Clothes/Bottoms/pants476.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants476.jpg.txt
755,static/Clothes/Bottoms/pants477.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants477.jpg.txt
756,static/Clothes/Bottoms/pants478.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants478.jpg.txt
757,static/Clothes/Bottoms/pants479.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants479.jpg.txt
758,static/Clothes/Bottoms/pants48.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants48.jpg.txt
759,static/Clothes/Bottoms/pants480.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,bottlenecks/Clothes/Bottoms/pants480.jpg.txt
760,static/Clothes/Bottoms/pants481.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants481.jpg.txt
761,static/Clothes/Bottoms/pants482.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants482.jpg.txt
762,static/Clothes/Bottoms/pants483.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,bottlenecks/Clothes/Bottoms/pants483.jpg.txt
763,static/Clothes/Bottoms/pants484.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,bottlenecks/Clothes/Bottoms/pants484.jpg.txt
764,static/Clothes/Bottoms/pants485.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,bottlenecks/Clothes/Bottoms/pants485.jpg.txt
765,static/Clothes/Bottoms/pants486.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,bottlenecks/Clothes/Bottoms/pants486.jpg.txt
766,static/Clothes/Bottoms/pants487.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants487.jpg.txt
767,static/Clothes/Bottoms/pants488.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,bottlenecks/Clothes/Bottoms/pants488.jpg.txt
768,static/Clothes/Bottoms/pants489.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants489.jpg.txt
769,static/Clothes/Bottoms/pants49.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants49.jpg.txt
770,static/Clothes/Bottoms/pants490.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,bottlenecks/Clothes/Bottoms/pants490.jpg.txt
771,static/Clothes/Bottoms/pants491.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,bottlenecks/Clothes/Bottoms/pants491.jpg.txt
772,static/Clothes/Bottoms/pants493.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,bottlenecks/Clothes/Bottoms/pants493.jpg.txt
773,static/Clothes/Bottoms/pants494.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,bottlenecks/Clothes/Bottoms/pants494.jpg.txt
774,static/Clothes/Bottoms/pants495.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,bottlenecks/Clothes/Bottoms/pants495.jpg.txt
775,static/Clothes/Bottoms/pants496.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,bottlenecks/Clothes/Bottoms/pants496.jpg.txt
776,static/Clothes/Bottoms/pants497.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,bottlenecks/Clothes/Bottoms/pants497.jpg.txt
777,static/Clothes/Bottoms/pants498.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants498.jpg.txt
778,static/Clothes/Bottoms/pants499.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,bottlenecks/Clothes/Bottoms/pants499.jpg.txt
779,static/Clothes/Bottoms/pants5.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants5.jpg.txt
780,static/Clothes/Bottoms/pants50.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,bottlenecks/Clothes/Bottoms/pants50.jpg.txt
781,static/Clothes/Bottoms/pants500.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,bottlenecks/Clothes/Bottoms/pants500.jpg.txt
782,static/Clothes/Bottoms/pants501.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,bottlenecks/Clothes/Bottoms/pants501.jpg.txt
783,static/Clothes/Bottoms/pants502.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,bottlenecks/Clothes/Bottoms/pants502.jpg.txt
784,static/Clothes/Bottoms/pants503.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,bottlenecks/Clothes/Bottoms/pants503.jpg.txt
785,static/Clothes/Bottoms/pants504.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants504.jpg.txt
786,static/Clothes/Bottoms/pants505.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,bottlenecks/Clothes/Bottoms/pants505.jpg.txt
787,static/Clothes/Bottoms/pants506.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants506.jpg.txt
788,static/Clothes/Bottoms/pants507.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,bottlenecks/Clothes/Bottoms/pants507.jpg.txt
789,static/Clothes/Bottoms/pants509.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,bottlenecks/Clothes/Bottoms/pants509.jpg.txt
790,static/Clothes/Bottoms/pants51.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants51.jpg.txt
791,static/Clothes/Bottoms/pants510.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,bottlenecks/Clothes/Bottoms/pants510.jpg.txt
792,static/Clothes/Bottoms/pants511.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants511.jpg.txt
793,static/Clothes/Bottoms/pants52.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants52.jpg.txt
794,static/Clothes/Bottoms/pants53.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants53.jpg.txt
795,static/Clothes/Bottoms/pants54.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants54.jpg.txt
796,static/Clothes/Bottoms/pants55.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants55.jpg.txt
797,static/Clothes/Bottoms/pants56.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants56.jpg.txt
798,static/Clothes/Bottoms/pants57.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants57.jpg.txt
799,static/Clothes/Bottoms/pants58.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants58.jpg.txt
800,static/Clothes/Bottoms/pants59.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants59.jpg.txt
801,static/Clothes/Bottoms/pants6.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants6.jpg.txt
802,static/Clothes/Bottoms/pants60.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants60.jpg.txt
803,static/Clothes/Bottoms/pants61.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,bottlenecks/Clothes/Bottoms/pants61.jpg.txt
804,static/Clothes/Bottoms/pants62.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,bottlenecks/Clothes/Bottoms/pants62.jpg.txt
805,static/Clothes/Bottoms/pants63.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,bottlenecks/Clothes/Bottoms/pants63.jpg.txt
806,static/Clothes/Bottoms/pants64.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,bottlenecks/Clothes/Bottoms/pants64.jpg.txt
